"state","city"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO HORIZONTE"
"MG","BELO VALE"
"MG","BELO VALE"
"MG","BERIZAL"
"MG","BERIZAL"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BETIM"
"MG","BICAS"
"MG","BOCAIÚVA"
"MG","BOCAIÚVA"
"MG","BOCAIÚVA"
"MG","BOCAIÚVA"
"MG","BOCAIÚVA"
"MG","BOM JARDIM DE MINAS"
"MG","BOM REPOUSO"
"MG","BOM REPOUSO"
"MG","BOM SUCESSO"
"MG","BOM SUCESSO"
"MG","BONFIM"
"MG","BONFIM"
"MG","BONITO DE MINAS"
"MG","BOTUMIRIM"
"MG","BRASILÂNDIA DE MINAS"
"MG","BRUMADINHO"
"MG","BRUMADINHO"
"MG","BRUMADINHO"
"MG","BRUMADINHO"
"MG","BRUMADINHO"
"MG","BRUMADINHO"
"MG","BRUMADINHO"
"MG","BRUMADINHO"
"MG","BRUMADINHO"
"MG","BRUMADINHO"
"MG","BRUMADINHO"
"MG","BRUMADINHO"
"MG","BRUMADINHO"
"MG","BRUMADINHO"
"MG","BURITIS"
"MG","BURITIZEIRO"
"MG","BURITIZEIRO"
"MG","CACHOEIRA DE MINAS"
"MG","CACHOEIRA DE PAJEÚ"
"MG","CAETANÓPOLIS"
"MG","CAETANÓPOLIS"
"MG","CAETÉ"
"MG","CAETÉ"
"MG","CAETÉ"
"MG","CAETÉ"
"MG","CAETÉ"
"MG","CAETÉ"
"MG","CAJURI"
"MG","CALDAS"
"MG","CALDAS"
"MG","CALDAS"
"MG","CALDAS"
"MG","CAMANDUCAIA"
"MG","CAMANDUCAIA"
"MG","CAMANDUCAIA"
"MG","CAMANDUCAIA"
"MG","CAMANDUCAIA"
"MG","CAMBUÍ"
"MG","CAMBUÍ"
"MG","CAMPANHA"
"MG","CAMPESTRE"
"MG","CAMPESTRE"
"MG","CAMPESTRE"
"MG","CAMPESTRE"
"MG","CAMPO BELO"
"MG","CAMPO BELO"
"MG","CAMPO BELO"
"MG","CAMPO BELO"
"MG","CAMPO DO MEIO"
"MG","CAMPO DO MEIO"
"MG","CAMPO FLORIDO"
"MG","CAMPO FLORIDO"
"MG","CAMPO FLORIDO"
"MG","CAMPO FLORIDO"
"MG","CAMPO FLORIDO"
"MG","CAMPOS ALTOS"
"MG","CAPELINHA"
"MG","CAPELINHA"
"MG","CAPELINHA"
"MG","CAPINÓPOLIS"
"MG","CAPITÃO ENÉAS"
"MG","CAPITÃO ENÉAS"
"MG","CAPITÓLIO"
"MG","CARMO DA MATA"
"MG","CARMO DO RIO CLARO"
"MG","CARMO DO RIO CLARO"
"MG","CARMO DO RIO CLARO"
"MG","CARMO DO RIO CLARO"
"MG","CARMO DO RIO CLARO"
"MG","CARVALHÓPOLIS"
"MG","CASCALHO RICO"
"MG","CÁSSIA"
"MG","CÁSSIA"
"MG","CÁSSIA"
"MG","CÁSSIA"
"MG","CATAS ALTAS"
"MG","CATAS ALTAS DA NORUEGA"
"MG","CAXAMBU"
"MG","CAXAMBU"
"MG","CLARAVAL"
"MG","CLARAVAL"
"MG","CLARO DOS POÇÕES"
"MG","CLARO DOS POÇÕES"
"MG","CONCEIÇÃO DA APARECIDA"
"MG","CONCEIÇÃO DAS ALAGOAS"
"MG","CONCEIÇÃO DAS ALAGOAS"
"MG","CONCEIÇÃO DAS ALAGOAS"
"MG","CONCEIÇÃO DAS ALAGOAS"
"MG","CONCEIÇÃO DAS ALAGOAS"
"MG","CONCEIÇÃO DAS ALAGOAS"
"MG","CONCEIÇÃO DO MATO DENTRO"
"MG","CONCEIÇÃO DO MATO DENTRO"
"MG","CONCEIÇÃO DO MATO DENTRO"
"MG","CONFINS"
"MG","CONGONHAS"
"MG","CONGONHAS"
"MG","CONGONHAS"
"MG","CONGONHAS"
"MG","CONGONHAS"
"MG","CONGONHAS"
"MG","CONGONHAS"
"MG","CONGONHAS"
"MG","CONGONHAS"
"MG","CONGONHAS"
"MG","CONGONHAS"
"MG","CONGONHAS"
"MG","CONGONHAS"
"MG","CONGONHAS"
"MG","CONQUISTA"
"MG","CONQUISTA"
"MG","CONQUISTA"
"MG","CONSELHEIRO LAFAIETE"
"MG","CONSELHEIRO LAFAIETE"
"MG","CONSELHEIRO LAFAIETE"
"MG","CONSELHEIRO LAFAIETE"
"MG","CONSELHEIRO LAFAIETE"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CONTAGEM"
"MG","CORAÇÃO DE JESUS"
"MG","CORAÇÃO DE JESUS"
"MG","CORAÇÃO DE JESUS"
"MG","CORDISLÂNDIA"
"MG","CORINTO"
"MG","CORINTO"
"MG","CORINTO"
"MG","CORONEL FABRICIANO"
"MG","CORONEL FABRICIANO"
"MG","CORONEL FABRICIANO"
"MG","CORONEL MURTA"
"MG","CÓRREGO DO BOM JESUS"
"MG","CÓRREGO NOVO"
"MG","CRISTAIS"
"MG","CRISTINA"
"MG","CRUCILÂNDIA"
"MG","CUPARAQUE"
"MG","CUPARAQUE"
"MG","CURVELO"
"MG","CURVELO"
"MG","CURVELO"
"MG","CURVELO"
"MG","CURVELO"
"MG","CURVELO"
"MG","CURVELO"
"MG","CURVELO"
"MG","CURVELO"
"MG","DELFINÓPOLIS"
"MG","DELTA"
"MG","DELTA"
"MG","DELTA"
